company,description,location,review,salary,star,title
University of Kentucky,"Utilize appropriate tools for visual data analysis (e.g. Well-organized, with exceptional attention to detail and follow through....","Lexington, KY",262.0,58437.5,52.2,Philanthropy Assoc Specialist - Research
YMCA,Manage the development of custom reports or data extractions. YMCA member and staff data continues to be protected and secured....,"Louisville, KY",14354.0,50000.0,51.6,Systems Analyst BRANCH: Association Services Office
YMCA of Greater Louisville,Systems Analyst - Association Services Office. Manage the development of custom reports or data extractions....,"Louisville, KY 40202 (Central Business District area)",14354.0,50000.0,51.6,Systems Analyst - Association Services Office
Calculated Hire,Troubleshoot reports/universes to identify root cause of data issues. Create and maintain the data dictionary/metadata for efficiency and accuracy....,"Cincinnati, OH",,82500.0,,Senior Business Intelligence Analyst
Louisville/Jefferson County Metropolitan Sewer Dis...,Enters all data and quality control in the LIMS. Must obtain a Kentucky Wastewater Lab Analyst Class I certification within 18 months....,"Louisville, KY",,43139.0,,Laboratory Technician II Grade 11 (2 positions)
University of Kentucky,"The Research Data Analyst will be organizing, analyzing, and interpreting a wide variety of research data....","Lexington, KY",262.0,32000.0,52.2,Temporary Research Assistant
Promevo,Submit sales data and rebate claims for vendors. Lyndon-based satellite office of a Google-partnered IT hardware and software reseller looking for the...,"Lyndon, KY",2.0,29000.0,39.0,Billing Analyst
American Fuji Seal,Strong attention to detail. The Pre-Press Project Analyst is responsible for all activities and coordination of pre-press operations of customer artwork and...,"Jeffersonville, IN 47130",,40000.0,,Pre-Press Project Analyst
University of Kentucky,The University of Kentucky HealthCare ( UKHC ) is seeking a Principal Information Security Analyst to lead the risk management and compliance function....,"Lexington, KY",262.0,104031.5,52.2,Information Security Analyst Pr/UKHC
Deacon Recruiting,"Exciting Opportunity for a contracted Data Analyst – San Antonio, TX*. Coordinate data extract and reporting schedules....","San Antonio, TX 78258",10.0,40000.0,44.4,Data Analyst
"City of Georgetown, TX","Data analysis and problem solving. Defining problems, collecting data, establishing facts, and drawing valid conclusions....","Georgetown, TX",,61609.5,,Management Analyst
Whooster,"In the role of Data Specialist - Business Development you will consult, inform and train Data Analysts and Directors of Federal and State Agencies....","Austin, TX",,40000.0,,Data Specialist - Business Development
Mission Services Inc. (MSI),Job Title: Intelligence Analyst Work Location: Afghanistan 12 month deployment Clearance: Requires an active TS/SCI clearance Education: Associate,"San Antonio, TX",,85000.0,,Intelligence Analyst OCONUS
Grey Heller,"O Gathering and analyzing logs and other data. GreyHeller, an Enterprise software company is seeking a Technical Product Support Analyst to be the next member...","Bryan, TX",,52500.0,,Technical Product Support Analyst
Toyoda Gosei TX,"Establish database and application configurations, standards, guidelines and quality assurance for systems development deliverables such as conceptual design,...","San Antonio, TX",,45000.0,,ERP Analyst
Department of the Army,"Serves as a Program Analyst providing subject matter expertise, guidance and recommendations to senior staff....","Fort Sam Houston, TX",43063.0,72500.0,53.4,Program Analyst NAF
"Steves & Sons, Inc.",They will maintain and update data as needed to manage internal applications and ensure data integrity. Steves & Sons is looking to hire a highly motivated and...,"San Antonio, TX",6.0,47500.0,51.0,IT Specialist - Data and Reporting Analyst
Texas Dept of Licensing and Regulation,The Customer Service Operations Analyst performs routine consultative services and technical assistance work and may train others....,"Austin, TX",,43454.0,,Customer Service Program Specialist I #0715-17
Department of the Army,(1) Analyzing budget data to ensure regulatory compliance; 3 full years of progressively higher level graduate education leading to such a degree....,"Fort Hood, TX",43063.0,69240.0,53.4,Budget Analyst
Deacon Recruiting,"Tasked with developing and implementing processes and systems to enable gathering of data and reporting. At least two years of experience in systems analysis,...","San Antonio, TX 78258",10.0,65000.0,44.4,Business Analyst
City of San Antonio,Ability to analyze complex statistical data. Physical requirements include occasional lifting/carrying of 5 pounds;...,"San Antonio, TX 78205 (Downtown area)",134.0,64556.0,51.0,Fiscal Analyst (Department of Human Services)
Apex,"Sales Compensation Analyst. The position will be a sales compensation analyst with focus on issue resolution, data collection and reporting. Round Rock, TX....","Round Rock, TX",306.0,32500.0,44.4,Compensation Analyst
Department of the Air Force,"Test and optimize the functionality of the systems, networks, and data; Experience interviewing subject-matter personnel to get facts regarding work processes,...","Elmendorf AFB, AK",14723.0,76802.0,54.0,IT SPECIALIST (CUSTSPT)
State of South Carolina,Serves on business improvement teams and attends business analysts meetings as required. Ability to gather data and participate in cost benefit analysis...,"Richland County, SC",54.0,56947.5,39.6,Program Coordinator II/Junior Business Analyst - 68338
Nityo Infotech,"Experience on data base tools like IBM data studio, Teradata SQL assistant. IBM data studio, Teradata SQL:. Working experience on complex queries data testing....","Charlotte, NC",,80000.0,,QA Tester (full time position)
TalentBridge,"Manage data lists – contacts, prospects, event lists, and leads. Sales Support Duties....","Charlotte, NC",14.0,42500.0,52.2,Sales Operations Analyst
OPTOMI LLC,Business Intelligence Reporting Analyst Job Summary:. Strong SQL development skills with experience in data and process modeling....,"Charlotte, NC 28277 (Piper Glen Estates area)",,87500.0,,Business Intelligence Reporting Analyst
Nityo Infotech Services Pvt. Ltd.,"Data Modeler/Data Analysts*. Experience in Data Analysis and/or Data Modeling. SQL, Data Analysis and/or Data Modeling, PowerDesigner or Erwin, banking:....","Charlotte, NC",,105000.0,,"Data Modeler/Data Analysts - Charlotte, NC // FULL TIME"
Richland County Government,The compilation of data based on statistical studies and analysis of past and. Requisition Specific Notes:....,"Columbia, SC",7.0,47605.5,51.0,Budget Analyst II
Principle Solutions Group,"As the Business Intelligence Business Analyst you will support an enterprise-wide data migration, working on BI systems and application development projects....","Charlotte, NC 28202 (Downtown Charlotte area)",13.0,95000.0,51.6,Business Analyst
State of South Carolina,"INTERPRET AND ANALYZE FINANCIAL DATA, RECORDS AND REPORTS. In order to apply for positions with the SC Department of Corrections (SCDC), you will be redirected...","Richland County, SC",54.0,46799.0,39.6,"Accountant/Fiscal Analyst II (#011630) BUDGET/FINANCE, COLUMBIA (RICHLAND)"
Recruiting Solutions,Engineering Data Analyst*. Analyst Experience (1-3 years). Recruiting Solutions has exciting openings for *Data Analysts*....,"Columbia, SC 29201",41.0,67500.0,39.0,Engineering Data Analyst
Department of the Army,Ability to Analyze Budget Data. Civilian employees serve a vital role in supporting the Army mission....,"Fort Jackson, SC",43063.0,57231.0,53.4,Budget Analyst
US Bank,"FX domain knowledge with exposure to testing of market data feeds, currency pricing, various products (Spot, Forward, Swaps)....","Charlotte, NC",3762.0,87500.0,43.2,Sr Automation Tester (Capital Markets)
Principle Solutions Group,"SAP Business Analyst. SAP, SAP Business Analyst, HR, Payroll, Benefits, gather, requirements, business process, Business Analyst,....","Charlotte, NC 28202 (Downtown Charlotte area)",13.0,107500.0,51.6,SAP Business Analyst
US Bank,"FX domain knowledge with exposure to testing of market data feeds, currency pricing, various products (Spot, Forward, Swaps)....","Charlotte, NC",3762.0,87500.0,43.2,Sr QA Analyst (Automation) - Capital Markets
San Rafael City Schools,"Data Analyst II:. DATA ANALYST I, II*. Provide training on data analysis, data systems and appropriate use of data to school sites staff....","San Rafael, CA",5.0,72713.5,42.6,"Data Analyst I, II"
Fitness BI,Analyze data availability and format for new data sources. Basic skills in data mining:. Designing reports and locating test data....,"Walnut Creek, CA 94595",,80000.0,,Business Analyst/QA Analyst
Colorado State University,"Must be comfortable with data entry and analysis. The Degree Analyst is a full time, 12-month Administrative Professional position within the Registrar’s Office...","Fort Collins, CO",237.0,39000.0,52.8,Degree Analyst
Department of the Interior,"Systems Administration experience modifying data structures for use in a data warehouse. Applying analysis, design, development and testing techniques to large...","Lakewood, CO",373.0,106913.5,52.2,IT Specialist
Acumen Executive Search,Experience with financial data from an analyst perspective. Strong data modeling skills. 5 +years’ experience directing product development....,"Tigard, OR 97223",,85000.0,,BI Software Product Developer
